,house_age,dormitory_type,condition_type
13352,old_house,house,regular
13353,old_house,house,regular
13354,old_house,house,regular
13355,old_house,house,regular
13356,old_house,apartment,regular
13357,old_house,house,regular
13358,new_house,house,regular
13359,new_house,house,regular
13360,old_house,house,regular
13361,new_house,house,regular
13362,old_house,house,regular
13363,old_house,house,regular
13364,new_house,house,regular
13365,old_house,apartment,regular
13366,old_house,house,good
13367,old_house,house,regular
13368,old_house,house,regular
13369,new_house,apartment,regular
13370,old_house,house,regular
13371,old_house,house,good
13372,new_house,apartment,regular
13373,old_house,house,regular
13374,old_house,house,regular
13375,new_house,house,regular
13376,old_house,house,regular
13377,new_house,house,regular
13378,new_house,house,regular
13379,old_house,house,regular
13380,new_house,house,regular
13381,old_house,apartment,regular
13382,new_house,house,regular
13383,old_house,house,regular
13384,old_house,house,regular
13385,new_house,house,regular
13386,new_house,house,regular
13387,new_house,house,regular
13388,old_house,house,regular
13389,old_house,house,regular
13390,new_house,house,regular
13391,new_house,house,good
13392,old_house,house,regular
13393,new_house,apartment,regular
13394,old_house,house,regular
13395,old_house,house,regular
13396,old_house,house,good
13397,old_house,house,regular
13398,new_house,house,regular
13399,new_house,house,good
13400,old_house,house,regular
13401,old_house,house,regular
13402,old_house,house,regular
13403,new_house,house,regular
13404,new_house,house,regular
13405,new_house,house,good
13406,new_house,house,regular
13407,old_house,house,good
13408,old_house,house,good
13409,new_house,house,regular
13410,old_house,apartment,regular
13411,new_house,house,regular
13412,new_house,house,regular
13413,new_house,apartment,regular
13414,old_house,house,regular
13415,old_house,house,good
13416,old_house,house,regular
13417,new_house,house,regular
13418,old_house,house,good
13419,old_house,apartment,regular
13420,old_house,house,regular
13421,old_house,house,regular
13422,old_house,apartment,regular
13423,old_house,house,regular
13424,old_house,house,regular
13425,old_house,house,regular
13426,old_house,house,good
13427,old_house,house,good
13428,old_house,house,regular
13429,old_house,house,regular
13430,new_house,house,regular
13431,new_house,apartment,regular
13432,new_house,house,regular
13433,old_house,house,regular
13434,old_house,house,regular
13435,old_house,house,regular
13436,old_house,apartment,regular
13437,new_house,house,regular
13438,old_house,house,good
13439,new_house,house,regular
13440,old_house,house,regular
13441,new_house,house,regular
13442,old_house,house,regular
13443,old_house,apartment,regular
13444,old_house,house,good
13445,new_house,apartment,regular
13446,new_house,house,regular
13447,old_house,house,regular
13448,old_house,house,regular
13449,old_house,house,regular
13450,new_house,apartment,regular
13451,old_house,house,regular
13452,old_house,house,regular
13453,old_house,house,regular
13454,old_house,house,regular
13455,old_house,house,regular
13456,old_house,house,regular
13457,old_house,house,good
13458,new_house,house,regular
13459,old_house,house,regular
13460,old_house,house,regular
13461,old_house,house,regular
13462,old_house,house,regular
13463,old_house,house,regular
13464,old_house,house,regular
13465,old_house,house,regular
13466,old_house,house,good
13467,new_house,house,good
13468,old_house,house,regular
13469,new_house,house,regular
13470,old_house,house,regular
13471,old_house,house,regular
13472,old_house,house,regular
13473,new_house,apartment,regular
13474,old_house,house,regular
13475,new_house,house,regular
13476,old_house,house,regular
13477,old_house,apartment,regular
13478,new_house,house,regular
13479,old_house,house,regular
13480,new_house,apartment,regular
13481,old_house,house,regular
13482,old_house,apartment,regular
13483,new_house,apartment,regular
13484,new_house,house,regular
13485,old_house,house,regular
13486,old_house,house,regular
13487,old_house,house,regular
13488,new_house,house,regular
13489,old_house,house,regular
13490,old_house,house,regular
13491,new_house,house,good
13492,new_house,house,regular
13493,old_house,house,regular
13494,old_house,house,regular
13495,new_house,house,regular
13496,new_house,house,regular
13497,old_house,house,regular
13498,old_house,apartment,good
13499,old_house,house,good
13500,old_house,house,regular
13501,old_house,house,regular
13502,old_house,house,regular
13503,old_house,house,regular
13504,new_house,house,regular
13505,new_house,apartment,regular
13506,old_house,house,regular
13507,old_house,house,regular
13508,old_house,house,regular
13509,old_house,house,regular
13510,new_house,house,regular
13511,new_house,house,regular
13512,new_house,house,regular
13513,new_house,house,regular
13514,old_house,house,regular
13515,old_house,apartment,regular
13516,old_house,house,regular
13517,old_house,house,regular
13518,new_house,studio,regular
13519,new_house,house,regular
13520,new_house,house,regular
13521,old_house,house,regular
13522,new_house,house,regular
13523,old_house,house,regular
13524,old_house,apartment,regular
13525,old_house,apartment,regular
13526,old_house,house,regular
13527,old_house,house,good
13528,old_house,house,regular
13529,old_house,house,regular
13530,old_house,house,regular
13531,old_house,house,regular
13532,old_house,house,regular
13533,new_house,house,regular
13534,old_house,house,regular
13535,old_house,house,regular
13536,old_house,house,regular
13537,old_house,apartment,regular
13538,old_house,house,regular
13539,old_house,house,regular
13540,old_house,house,regular
13541,old_house,house,regular
13542,old_house,house,regular
13543,old_house,house,good
13544,old_house,apartment,regular
13545,new_house,house,regular
13546,new_house,house,regular
13547,new_house,house,good
13548,new_house,house,regular
13549,new_house,house,regular
13550,new_house,house,regular
13551,old_house,house,regular
13552,old_house,house,regular
13553,old_house,house,regular
13554,new_house,house,regular
13555,old_house,house,regular
13556,new_house,house,regular
13557,old_house,house,regular
13558,new_house,house,regular
13559,old_house,house,regular
13560,new_house,house,regular
13561,old_house,house,regular
13562,new_house,house,regular
13563,old_house,house,regular
13564,old_house,house,regular
13565,old_house,house,regular
13566,old_house,house,regular
13567,old_house,house,regular
13568,old_house,house,regular
13569,new_house,house,regular
13570,old_house,house,regular
13571,new_house,house,regular
13572,old_house,apartment,regular
13573,old_house,house,good
13574,new_house,house,regular
13575,old_house,house,regular
13576,old_house,studio,regular
13577,old_house,house,regular
13578,old_house,house,regular
13579,new_house,house,regular
13580,old_house,house,good
13581,new_house,house,regular
13582,old_house,house,regular
13583,new_house,house,regular
13584,old_house,house,regular
13585,old_house,house,regular
13586,old_house,house,regular
13587,old_house,house,regular
13588,old_house,apartment,regular
13589,old_house,apartment,regular
13590,old_house,house,good
13591,old_house,house,regular
13592,new_house,house,regular
13593,old_house,house,regular
13594,old_house,house,regular
13595,old_house,house,regular
13596,old_house,apartment,regular
13597,new_house,house,regular
13598,new_house,house,regular
13599,new_house,house,regular
13600,old_house,house,regular
13601,new_house,apartment,regular
13602,old_house,house,regular
13603,old_house,house,regular
13604,new_house,house,regular
13605,old_house,house,regular
13606,old_house,house,regular
13607,old_house,house,regular
13608,old_house,house,regular
13609,new_house,house,regular
13610,old_house,apartment,regular
13611,old_house,house,regular
13612,old_house,house,bad
13613,new_house,house,bad
13614,old_house,house,regular
13615,old_house,house,regular
13616,old_house,house,regular
13617,old_house,apartment,regular
13618,old_house,apartment,regular
13619,new_house,house,regular
13620,old_house,house,regular
13621,old_house,house,regular
13622,new_house,house,regular
13623,old_house,house,regular
13624,old_house,apartment,regular
13625,old_house,house,regular
13626,new_house,house,regular
13627,old_house,house,regular
13628,old_house,apartment,bad
13629,new_house,apartment,bad
13630,old_house,apartment,good
13631,new_house,house,regular
13632,old_house,house,regular
13633,old_house,house,regular
13634,old_house,house,regular
13635,old_house,house,regular
13636,new_house,house,regular
13637,new_house,house,regular
13638,old_house,house,regular
13639,new_house,house,regular
13640,new_house,house,regular
13641,old_house,house,regular
13642,old_house,house,regular
13643,old_house,house,regular
13644,old_house,apartment,regular
13645,new_house,house,regular
13646,new_house,house,regular
13647,new_house,house,regular
13648,old_house,house,good
13649,old_house,house,regular
13650,new_house,house,regular
13651,old_house,house,regular
13652,old_house,apartment,regular
13653,old_house,house,regular
13654,new_house,house,regular
13655,old_house,house,regular
13656,old_house,house,regular
13657,new_house,apartment,regular
13658,old_house,apartment,regular
13659,old_house,house,regular
13660,old_house,house,regular
13661,old_house,house,regular
13662,old_house,house,regular
13663,new_house,house,regular
13664,new_house,house,regular
13665,new_house,house,regular
13666,new_house,house,regular
13667,old_house,house,regular
13668,new_house,house,regular
13669,new_house,house,good
13670,new_house,house,regular
13671,new_house,house,regular
13672,new_house,house,regular
13673,new_house,apartment,regular
13674,old_house,house,regular
13675,old_house,house,good
13676,old_house,house,regular
13677,old_house,studio,regular
13678,old_house,house,good
13679,old_house,house,good
13680,new_house,house,regular
13681,new_house,house,regular
13682,new_house,house,regular
13683,old_house,house,regular
13684,old_house,house,regular
13685,old_house,house,regular
13686,old_house,house,regular
13687,old_house,house,good
13688,old_house,apartment,regular
13689,old_house,house,regular
13690,old_house,house,regular
13691,old_house,house,regular
13692,old_house,house,regular
13693,new_house,house,regular
13694,new_house,apartment,regular
13695,old_house,house,regular
13696,old_house,house,regular
13697,old_house,house,regular
13698,old_house,house,regular
13699,old_house,house,regular
13700,new_house,house,regular
13701,old_house,house,regular
13702,old_house,apartment,regular
13703,new_house,house,regular
13704,old_house,house,regular
13705,old_house,apartment,regular
13706,new_house,apartment,bad
13707,old_house,house,regular
13708,old_house,house,regular
13709,old_house,house,regular
13710,old_house,house,regular
13711,old_house,house,regular
13712,new_house,house,regular
13713,new_house,house,regular
13714,old_house,house,regular
13715,new_house,house,regular
13716,old_house,house,regular
13717,old_house,house,regular
13718,old_house,house,regular
13719,old_house,house,regular
13720,old_house,house,regular
13721,old_house,house,regular
13722,new_house,house,good
13723,old_house,house,regular
13724,old_house,apartment,regular
13725,old_house,house,regular
13726,old_house,house,regular
13727,old_house,house,regular
13728,old_house,house,regular
13729,new_house,house,regular
13730,old_house,apartment,regular
13731,old_house,house,good
13732,new_house,apartment,regular
13733,new_house,house,regular
13734,old_house,house,regular
13735,new_house,house,regular
13736,old_house,house,good
13737,old_house,house,regular
13738,old_house,house,regular
13739,new_house,house,regular
13740,old_house,house,regular
13741,old_house,house,regular
13742,new_house,house,regular
13743,old_house,house,regular
13744,old_house,apartment,regular
13745,old_house,house,regular
13746,new_house,house,good
13747,new_house,house,regular
13748,old_house,house,regular
13749,old_house,house,regular
13750,new_house,house,regular
13751,new_house,house,regular
13752,old_house,house,good
13753,old_house,house,regular
13754,old_house,house,regular
13755,old_house,house,regular
13756,old_house,house,regular
13757,new_house,house,regular
13758,old_house,house,regular
13759,new_house,house,regular
13760,old_house,house,regular
13761,old_house,apartment,regular
13762,new_house,house,regular
13763,old_house,house,regular
13764,old_house,house,regular
13765,new_house,apartment,regular
13766,old_house,house,regular
13767,old_house,house,regular
13768,new_house,house,regular
13769,old_house,house,regular
13770,old_house,house,regular
13771,old_house,house,regular
13772,old_house,apartment,regular
13773,new_house,house,regular
13774,old_house,house,good
13775,old_house,house,regular
13776,new_house,house,regular
13777,old_house,apartment,regular
13778,new_house,house,good
13779,old_house,house,regular
13780,old_house,house,regular
13781,new_house,house,regular
13782,old_house,apartment,regular
13783,new_house,house,regular
13784,old_house,house,regular
13785,new_house,house,regular
13786,old_house,apartment,regular
13787,new_house,house,regular
13788,new_house,house,regular
13789,old_house,house,regular
13790,old_house,house,regular
13791,old_house,apartment,good
13792,new_house,house,good
13793,old_house,house,regular
13794,new_house,apartment,regular
13795,old_house,house,regular
13796,new_house,house,regular
13797,old_house,house,regular
13798,old_house,apartment,regular
13799,old_house,house,good
13800,old_house,house,regular
13801,old_house,house,regular
13802,new_house,house,regular
13803,old_house,house,regular
13804,new_house,house,regular
13805,old_house,apartment,regular
13806,old_house,house,regular
13807,old_house,house,regular
13808,new_house,house,regular
13809,old_house,house,regular
13810,old_house,house,regular
13811,old_house,house,regular
13812,old_house,house,regular
13813,old_house,house,regular
13814,old_house,house,regular
13815,old_house,apartment,regular
13816,old_house,house,regular
13817,new_house,house,regular
13818,old_house,house,good
13819,old_house,house,regular
13820,new_house,apartment,regular
13821,old_house,house,regular
13822,old_house,house,regular
13823,old_house,house,regular
13824,new_house,house,bad
13825,old_house,house,regular
13826,old_house,apartment,good
13827,new_house,house,regular
13828,old_house,house,regular
13829,old_house,house,regular
13830,old_house,apartment,regular
13831,new_house,house,regular
13832,new_house,apartment,regular
13833,new_house,house,regular
13834,old_house,house,regular
13835,new_house,house,regular
13836,old_house,house,regular
13837,old_house,house,regular
13838,old_house,house,regular
13839,new_house,house,regular
13840,new_house,house,regular
13841,new_house,house,regular
13842,new_house,house,regular
13843,old_house,studio,regular
13844,old_house,house,good
13845,old_house,house,regular
13846,old_house,house,regular
13847,old_house,house,regular
13848,old_house,house,regular
13849,new_house,house,regular
13850,new_house,house,regular
13851,old_house,house,regular
13852,new_house,house,regular
13853,old_house,house,good
13854,old_house,house,regular
13855,old_house,house,regular
13856,new_house,house,regular
13857,new_house,house,regular
13858,old_house,house,regular
13859,old_house,house,good
13860,old_house,house,regular
13861,old_house,house,good
13862,old_house,house,regular
13863,old_house,house,regular
13864,old_house,house,regular
13865,new_house,house,regular
13866,old_house,house,regular
13867,new_house,house,regular
13868,old_house,house,regular
13869,old_house,house,regular
13870,old_house,house,regular
13871,old_house,house,regular
13872,new_house,house,regular
13873,new_house,house,regular
13874,old_house,house,regular
13875,old_house,house,regular
13876,new_house,house,regular
13877,old_house,house,regular
13878,old_house,house,regular
13879,old_house,house,regular
13880,old_house,house,good
13881,old_house,house,regular
13882,old_house,house,regular
13883,old_house,house,regular
13884,old_house,house,regular
13885,new_house,house,good
13886,old_house,house,regular
13887,old_house,apartment,regular
13888,new_house,house,regular
13889,old_house,house,regular
13890,old_house,house,regular
13891,old_house,house,regular
13892,old_house,house,regular
13893,new_house,house,regular
13894,old_house,house,regular
13895,old_house,house,regular
13896,old_house,house,regular
13897,old_house,house,regular
13898,new_house,house,regular
13899,old_house,house,regular
13900,old_house,house,regular
13901,new_house,house,regular
13902,old_house,house,regular
13903,new_house,house,regular
13904,old_house,apartment,regular
13905,old_house,house,regular
13906,new_house,house,good
13907,old_house,house,regular
13908,new_house,house,regular
13909,old_house,house,regular
13910,new_house,house,regular
13911,new_house,house,regular
13912,new_house,house,regular
13913,old_house,house,regular
13914,old_house,house,regular
13915,new_house,house,regular
13916,new_house,house,regular
13917,old_house,house,regular
13918,old_house,apartment,regular
13919,new_house,house,regular
13920,old_house,house,regular
13921,new_house,house,regular
13922,old_house,house,regular
13923,old_house,house,regular
13924,old_house,house,regular
13925,old_house,house,regular
13926,new_house,house,regular
13927,old_house,house,regular
13928,old_house,house,regular
13929,old_house,apartment,good
13930,old_house,house,regular
13931,new_house,house,good
13932,old_house,house,regular
13933,old_house,house,regular
13934,old_house,house,regular
13935,old_house,apartment,regular
13936,new_house,house,regular
13937,old_house,house,regular
13938,old_house,house,regular
13939,old_house,apartment,regular
13940,new_house,house,regular
13941,old_house,house,regular
13942,old_house,house,regular
13943,old_house,house,good
13944,old_house,apartment,regular
13945,old_house,house,regular
13946,old_house,house,good
13947,old_house,house,regular
13948,new_house,house,regular
13949,old_house,house,regular
13950,old_house,house,regular
13951,old_house,house,regular
13952,old_house,house,good
13953,old_house,house,regular
13954,new_house,house,regular
13955,new_house,house,regular
13956,old_house,house,regular
13957,old_house,house,regular
13958,old_house,house,regular
13959,old_house,house,good
13960,old_house,house,regular
13961,new_house,house,regular
13962,old_house,house,regular
13963,new_house,apartment,regular
13964,new_house,apartment,regular
13965,old_house,house,regular
13966,old_house,house,regular
13967,new_house,house,regular
13968,old_house,apartment,regular
13969,new_house,house,regular
13970,old_house,house,regular
13971,old_house,house,regular
13972,new_house,house,regular
13973,old_house,apartment,regular
13974,new_house,house,regular
13975,new_house,house,regular
13976,new_house,house,regular
13977,new_house,house,regular
13978,old_house,house,regular
13979,old_house,house,regular
13980,old_house,house,regular
13981,old_house,house,good
13982,old_house,house,good
13983,new_house,apartment,regular
13984,old_house,house,regular
13985,old_house,house,regular
13986,old_house,house,regular
13987,old_house,apartment,regular
13988,old_house,house,regular
13989,old_house,apartment,regular
13990,new_house,house,regular
13991,old_house,house,regular
13992,old_house,apartment,regular
13993,old_house,house,good
13994,old_house,apartment,regular
13995,old_house,apartment,regular
13996,new_house,apartment,regular
13997,old_house,house,regular
13998,new_house,house,regular
13999,old_house,house,regular
14000,old_house,apartment,good
14001,new_house,apartment,regular
14002,new_house,house,regular
14003,old_house,house,regular
14004,old_house,house,regular
14005,old_house,house,regular
14006,old_house,house,regular
14007,old_house,house,regular
14008,old_house,apartment,regular
14009,old_house,house,regular
14010,old_house,house,regular
14011,old_house,house,regular
14012,new_house,house,regular
14013,old_house,house,regular
14014,old_house,house,regular
14015,old_house,house,regular
14016,old_house,house,regular
14017,new_house,apartment,regular
14018,new_house,apartment,regular
14019,old_house,apartment,regular
14020,new_house,house,regular
14021,old_house,apartment,regular
14022,old_house,house,regular
14023,new_house,house,regular
14024,old_house,house,regular
14025,old_house,house,regular
14026,new_house,house,regular
14027,old_house,house,regular
14028,old_house,house,regular
14029,old_house,house,regular
14030,old_house,house,regular
14031,old_house,house,regular
14032,old_house,house,regular
14033,old_house,house,regular
14034,new_house,house,regular
14035,old_house,house,regular
14036,old_house,house,regular
14037,old_house,house,regular
14038,old_house,apartment,good
14039,old_house,house,good
14040,new_house,house,regular
14041,old_house,house,regular
14042,old_house,apartment,regular
14043,old_house,house,regular
14044,new_house,house,regular
14045,old_house,apartment,regular
14046,old_house,house,regular
14047,old_house,house,regular
14048,new_house,house,regular
14049,old_house,house,good
14050,old_house,house,regular
14051,new_house,apartment,regular
14052,old_house,house,regular
14053,old_house,house,regular
14054,old_house,apartment,regular
14055,new_house,studio,regular
14056,old_house,apartment,regular
14057,old_house,house,regular
14058,old_house,house,regular
14059,old_house,house,good
14060,old_house,house,regular
14061,old_house,house,regular
14062,old_house,house,regular
14063,old_house,house,regular
14064,new_house,house,regular
14065,old_house,house,regular
14066,new_house,house,regular
14067,old_house,house,regular
14068,new_house,house,regular
14069,old_house,house,regular
14070,new_house,house,regular
14071,new_house,house,regular
14072,old_house,house,regular
14073,old_house,house,regular
14074,old_house,house,regular
14075,new_house,house,regular
14076,old_house,house,regular
14077,old_house,house,regular
14078,old_house,house,regular
14079,new_house,house,regular
14080,old_house,house,regular
14081,old_house,house,regular
14082,old_house,house,good
14083,old_house,house,regular
14084,old_house,house,regular
14085,old_house,house,regular
14086,old_house,house,regular
14087,old_house,apartment,regular
14088,old_house,house,regular
14089,old_house,apartment,good
14090,new_house,house,regular
14091,old_house,apartment,regular
14092,old_house,house,regular
14093,old_house,house,regular
14094,new_house,house,regular
14095,new_house,apartment,regular
14096,old_house,house,regular
14097,old_house,house,good
14098,new_house,apartment,regular
14099,old_house,house,regular
14100,old_house,apartment,regular
14101,old_house,house,regular
14102,old_house,house,regular
14103,old_house,apartment,bad
14104,old_house,house,regular
14105,old_house,house,regular
14106,old_house,house,regular
14107,old_house,house,regular
14108,old_house,apartment,regular
14109,new_house,house,regular
14110,old_house,house,regular
14111,old_house,house,regular
14112,old_house,apartment,regular
14113,old_house,apartment,good
14114,new_house,apartment,regular
14115,new_house,apartment,regular
14116,old_house,house,regular
14117,new_house,house,regular
14118,new_house,house,regular
14119,old_house,house,regular
14120,new_house,house,regular
14121,new_house,house,regular
14122,old_house,apartment,regular
14123,old_house,house,regular
14124,old_house,apartment,regular
14125,old_house,house,regular
14126,new_house,house,regular
14127,old_house,house,regular
14128,old_house,house,regular
14129,old_house,apartment,regular
14130,old_house,apartment,regular
14131,old_house,house,regular
14132,new_house,house,regular
14133,new_house,house,regular
14134,old_house,house,regular
14135,new_house,house,regular
14136,old_house,house,regular
14137,new_house,house,regular
14138,old_house,house,good
14139,old_house,house,regular
14140,old_house,apartment,regular
14141,old_house,house,regular
14142,old_house,house,regular
14143,old_house,house,regular
14144,old_house,house,regular
14145,old_house,house,regular
14146,new_house,house,good
14147,old_house,house,regular
14148,old_house,house,regular
14149,new_house,house,regular
14150,old_house,apartment,regular
14151,new_house,house,regular
14152,new_house,house,regular
14153,old_house,house,good
14154,old_house,house,regular
14155,old_house,house,regular
14156,old_house,apartment,regular
14157,new_house,house,regular
14158,old_house,house,regular
14159,old_house,house,regular
14160,new_house,house,regular
14161,old_house,house,regular
14162,old_house,house,regular
14163,old_house,house,regular
14164,new_house,house,regular
14165,old_house,house,regular
14166,old_house,house,regular
14167,old_house,house,regular
14168,old_house,house,regular
14169,old_house,house,regular
14170,old_house,house,regular
14171,new_house,house,regular
14172,old_house,house,regular
14173,new_house,house,regular
14174,old_house,house,regular
14175,old_house,house,regular
14176,old_house,house,regular
14177,new_house,house,regular
14178,old_house,house,regular
14179,old_house,apartment,regular
14180,new_house,apartment,regular
14181,old_house,house,regular
14182,new_house,house,regular
14183,old_house,apartment,regular
14184,old_house,house,regular
14185,new_house,house,regular
14186,new_house,studio,regular
14187,old_house,house,good
14188,old_house,house,regular
14189,old_house,apartment,good
14190,old_house,apartment,regular
14191,old_house,house,regular
14192,new_house,house,regular
14193,new_house,house,regular
14194,old_house,house,regular
14195,old_house,house,regular
14196,new_house,house,regular
14197,old_house,house,regular
14198,old_house,house,regular
14199,old_house,house,regular
14200,old_house,house,regular
14201,new_house,house,regular
14202,old_house,house,regular
14203,new_house,house,regular
14204,old_house,house,regular
14205,old_house,house,regular
14206,old_house,house,good
14207,old_house,house,regular
14208,old_house,house,regular
14209,new_house,apartment,regular
14210,old_house,house,regular
14211,new_house,house,regular
14212,old_house,house,regular
14213,old_house,apartment,regular
14214,new_house,house,regular
14215,new_house,house,regular
14216,old_house,house,regular
14217,old_house,house,regular
14218,new_house,house,regular
14219,old_house,house,regular
14220,old_house,house,regular
14221,new_house,house,regular
14222,new_house,house,regular
14223,new_house,house,regular
14224,old_house,house,regular
14225,old_house,apartment,regular
14226,old_house,house,regular
14227,new_house,house,regular
14228,old_house,house,good
14229,old_house,house,regular
14230,old_house,house,regular
14231,old_house,house,regular
14232,new_house,house,regular
14233,old_house,house,regular
14234,old_house,house,regular
14235,old_house,house,regular
14236,old_house,house,regular
14237,old_house,house,regular
14238,new_house,house,regular
14239,old_house,house,regular
14240,old_house,house,regular
14241,new_house,apartment,good
14242,old_house,house,regular
14243,new_house,house,regular
14244,new_house,house,regular
14245,old_house,house,regular
14246,old_house,house,regular
14247,new_house,house,regular
14248,new_house,house,regular
14249,old_house,house,regular
14250,old_house,apartment,regular
14251,new_house,house,regular
14252,old_house,house,regular
14253,new_house,house,regular
14254,new_house,house,regular
14255,new_house,house,regular
14256,old_house,house,regular
14257,old_house,house,regular
14258,old_house,house,good
14259,new_house,house,regular
14260,new_house,house,regular
14261,old_house,house,good
14262,old_house,house,regular
14263,new_house,house,regular
14264,old_house,house,regular
14265,old_house,house,regular
14266,old_house,house,regular
14267,old_house,house,regular
14268,old_house,apartment,regular
14269,old_house,house,regular
14270,old_house,house,regular
14271,new_house,house,regular
14272,old_house,house,regular
14273,old_house,house,regular
14274,old_house,house,regular
14275,old_house,house,regular
14276,new_house,house,regular
14277,new_house,house,regular
14278,old_house,house,good
14279,old_house,house,regular
14280,old_house,house,regular
14281,old_house,house,regular
14282,new_house,house,regular
14283,old_house,house,regular
14284,old_house,apartment,good
14285,old_house,house,regular
14286,old_house,house,good
14287,old_house,house,good
14288,old_house,house,regular
14289,old_house,house,regular
14290,old_house,house,regular
14291,old_house,house,regular
14292,old_house,apartment,regular
14293,new_house,house,regular
14294,old_house,house,regular
14295,old_house,house,regular
14296,old_house,house,regular
14297,old_house,house,regular
14298,new_house,house,regular
14299,old_house,house,regular
14300,new_house,house,regular
14301,old_house,house,regular
14302,old_house,house,good
14303,old_house,house,regular
14304,new_house,apartment,good
14305,new_house,house,regular
14306,old_house,apartment,good
14307,old_house,house,regular
14308,new_house,house,regular
14309,new_house,house,regular
14310,old_house,house,regular
14311,old_house,house,regular
14312,old_house,house,regular
14313,old_house,house,regular
14314,old_house,house,regular
14315,old_house,house,regular
14316,old_house,house,regular
14317,old_house,apartment,regular
14318,old_house,apartment,regular
14319,old_house,apartment,regular
14320,new_house,house,regular
14321,new_house,house,regular
14322,old_house,house,good
14323,new_house,apartment,regular
14324,new_house,house,regular
14325,new_house,apartment,regular
14326,new_house,house,regular
14327,old_house,house,regular
14328,new_house,house,regular
14329,old_house,house,regular
14330,old_house,house,good
14331,new_house,house,regular
14332,new_house,house,regular
14333,old_house,house,regular
14334,old_house,house,regular
14335,new_house,house,regular
14336,new_house,house,regular
14337,new_house,house,good
14338,old_house,house,regular
14339,old_house,house,regular
14340,old_house,house,regular
14341,old_house,house,regular
14342,old_house,house,regular
14343,old_house,house,regular
14344,old_house,house,regular
14345,old_house,studio,regular
14346,old_house,house,regular
14347,old_house,house,regular
14348,old_house,house,regular
14349,old_house,house,good
14350,old_house,house,regular
14351,new_house,house,good
14352,old_house,house,good
14353,old_house,studio,regular
14354,old_house,house,good
14355,old_house,apartment,regular
14356,old_house,house,regular
14357,old_house,house,regular
14358,old_house,house,regular
14359,old_house,house,regular
14360,old_house,house,regular
14361,old_house,house,regular
14362,new_house,house,regular
14363,new_house,house,regular
14364,old_house,house,regular
14365,new_house,house,regular
14366,old_house,studio,bad
14367,new_house,studio,bad
14368,old_house,house,good
14369,old_house,house,regular
14370,new_house,house,regular
14371,old_house,house,regular
14372,old_house,house,regular
14373,new_house,apartment,regular
14374,old_house,apartment,regular
14375,old_house,house,regular
14376,new_house,apartment,regular
14377,new_house,house,regular
14378,old_house,house,regular
14379,old_house,house,regular
14380,new_house,house,regular
14381,old_house,apartment,regular
14382,old_house,house,regular
14383,old_house,apartment,regular
14384,new_house,house,regular
14385,old_house,house,regular
14386,old_house,studio,regular
14387,old_house,house,regular
14388,old_house,house,regular
14389,old_house,house,regular
14390,old_house,house,regular
14391,old_house,house,good
14392,new_house,house,regular
14393,new_house,house,regular
14394,new_house,apartment,regular
14395,new_house,house,regular
14396,old_house,house,regular
14397,old_house,house,regular
14398,old_house,house,regular
14399,new_house,house,regular
14400,old_house,house,regular
14401,new_house,house,regular
14402,old_house,house,good
14403,old_house,house,regular
14404,old_house,house,regular
14405,old_house,house,regular
14406,new_house,house,regular
14407,new_house,house,regular
14408,old_house,apartment,regular
14409,old_house,house,good
14410,old_house,house,regular
14411,old_house,apartment,regular
14412,old_house,house,good
14413,new_house,house,regular
14414,old_house,house,regular
14415,new_house,apartment,regular
14416,new_house,house,regular
14417,old_house,house,regular
14418,new_house,house,regular
14419,old_house,house,regular
14420,new_house,house,regular
14421,new_house,house,regular
14422,old_house,house,regular
14423,new_house,house,regular
14424,old_house,house,regular
14425,new_house,house,regular
14426,new_house,house,regular
14427,new_house,house,regular
14428,old_house,house,regular
14429,old_house,house,regular
14430,new_house,house,regular
14431,new_house,house,regular
14432,old_house,house,regular
14433,new_house,house,regular
14434,old_house,house,regular
14435,old_house,apartment,regular
14436,old_house,house,regular
14437,old_house,house,regular
14438,new_house,apartment,regular
14439,new_house,house,regular
14440,new_house,apartment,regular
14441,new_house,house,regular
14442,old_house,house,regular
14443,new_house,apartment,regular
14444,old_house,house,good
14445,old_house,house,regular
14446,old_house,apartment,regular
14447,old_house,house,regular
14448,old_house,house,regular
14449,new_house,house,regular
14450,old_house,studio,regular
14451,old_house,house,regular
14452,old_house,house,regular
14453,new_house,house,regular
14454,old_house,apartment,good
14455,old_house,house,regular
14456,new_house,house,regular
14457,new_house,house,regular
14458,old_house,house,regular
14459,old_house,house,good
14460,old_house,house,regular
14461,old_house,house,regular
14462,old_house,house,good
14463,old_house,house,regular
14464,new_house,apartment,regular
14465,new_house,house,regular
14466,old_house,studio,regular
14467,old_house,house,regular
14468,old_house,house,regular
14469,old_house,house,regular
14470,new_house,house,regular
14471,old_house,apartment,regular
14472,new_house,apartment,regular
14473,old_house,apartment,regular
14474,old_house,house,regular
14475,old_house,house,regular
14476,new_house,house,regular
14477,new_house,house,regular
14478,new_house,house,regular
14479,old_house,house,regular
14480,new_house,house,good
14481,old_house,house,regular
14482,new_house,apartment,regular
14483,old_house,house,regular
14484,old_house,house,regular
14485,new_house,house,regular
14486,old_house,apartment,regular
14487,old_house,house,regular
14488,old_house,apartment,good
14489,old_house,apartment,regular
14490,old_house,house,regular
14491,old_house,house,regular
14492,old_house,apartment,regular
14493,new_house,house,regular
14494,new_house,house,regular
14495,old_house,house,regular
14496,old_house,house,regular
